26,Jun,2013,04:19:41,48.7049,
26,Jun,2013,04:20:19,48.4469,
26,Jun,2013,04:20:26,48.3178,
26,Jun,2013,04:20:43,48.3463,
26,Jun,2013,04:21:46,49.1352,
26,Jun,2013,04:22:04,49.1030,
26,Jun,2013,04:22:12,49.0695,
26,Jun,2013,04:22:47,48.8686,
26,Jun,2013,04:23:47,49.0130,
26,Jun,2013,04:23:58,48.9808,
26,Jun,2013,04:24:58,49.0774,
26,Jun,2013,04:25:46,49.2987,
26,Jun,2013,04:26:08,49.0735,
26,Jun,2013,04:26:28,49.1701,
26,Jun,2013,04:26:48,49.1404,
26,Jun,2013,04:27:07,49.0130,
26,Jun,2013,04:27:45,49.1778,
26,Jun,2013,04:28:05,49.3065,
26,Jun,2013,04:28:48,48.9897,
26,Jun,2013,04:29:46,49.0181,
26,Jun,2013,04:30:03,49.0452,
26,Jun,2013,04:30:46,49.1160,
26,Jun,2013,04:31:05,48.9575,
26,Jun,2013,04:31:46,49.1855,
26,Jun,2013,04:32:06,48.9266,
26,Jun,2013,04:32:46,49.0245,
26,Jun,2013,04:33:08,49.0258,
26,Jun,2013,04:33:46,48.8686,
26,Jun,2013,04:34:19,48.9949,
26,Jun,2013,04:34:49,48.8673,
26,Jun,2013,04:35:06,48.8673,
26,Jun,2013,04:35:47,48.9987,
26,Jun,2013,04:36:04,48.8711,
26,Jun,2013,04:36:49,48.9678,
26,Jun,2013,04:37:33,48.6183,
26,Jun,2013,04:37:47,48.6803,
26,Jun,2013,04:38:02,48.7770,
26,Jun,2013,04:38:46,48.5513,
26,Jun,2013,04:39:47,48.7732,
26,Jun,2013,04:40:06,48.6828,
26,Jun,2013,04:40:46,48.8995,
26,Jun,2013,04:41:06,48.8389,
26,Jun,2013,04:41:48,48.4855,
26,Jun,2013,04:42:11,48.5474,
26,Jun,2013,04:42:47,48.5487,
26,Jun,2013,04:43:11,48.3551,
26,Jun,2013,04:44:04,48.5835,
26,Jun,2013,04:44:49,48.5424,
26,Jun,2013,04:45:06,48.8003,
26,Jun,2013,04:45:47,48.5759,
26,Jun,2013,04:46:07,48.6764,
26,Jun,2013,04:46:46,48.5810,
26,Jun,2013,04:47:05,48.5797,
26,Jun,2013,04:48:01,48.5835,
26,Jun,2013,04:48:21,48.5513,
26,Jun,2013,04:48:49,48.4247,
26,Jun,2013,04:49:06,48.2336,
26,Jun,2013,04:49:49,48.4197,
26,Jun,2013,04:50:07,48.5513,
26,Jun,2013,04:50:46,48.6815,
26,Jun,2013,04:51:03,48.5525,
26,Jun,2013,04:51:48,48.4273,
26,Jun,2013,04:52:13,48.4260,
26,Jun,2013,04:52:18,48.4931,
26,Jun,2013,04:52:50,48.1665,
26,Jun,2013,04:53:06,48.3304,
26,Jun,2013,04:53:48,48.4171,
26,Jun,2013,04:54:10,48.4532,
26,Jun,2013,04:55:04,48.0658,
26,Jun,2013,04:56:02,48.1241,
26,Jun,2013,04:56:05,48.0943,
26,Jun,2013,04:56:31,48.2210,
26,Jun,2013,04:56:49,48.2855,
26,Jun,2013,04:57:10,48.1564,
26,Jun,2013,04:57:47,48.0893,
26,Jun,2013,04:58:48,48.2805,
26,Jun,2013,04:59:49,48.5373,
